Time,True,Pred_Mu,Pred_Alpha,Error,Week,Hour
2025-05-28 16:20:00,49,34,34.752693,15,2.0,16.0
2025-05-28 16:40:00,49,46,46.14568,3,2.0,16.0
2025-05-28 17:00:00,24,35,35.142525,-11,2.0,17.0
2025-05-28 17:20:00,23,24,24.806942,-1,2.0,17.0
2025-05-28 17:40:00,26,21,21.24166,5,2.0,17.0
2025-05-28 18:00:00,26,24,24.715282,2,2.0,18.0
2025-05-28 18:20:00,38,24,24.568186,14,2.0,18.0
2025-05-28 18:40:00,36,39,39.414215,-3,2.0,18.0
2025-05-28 19:00:00,23,22,22.915401,1,2.0,19.0
2025-05-28 19:20:00,16,16,16.156061,0,2.0,19.0
2025-05-28 19:40:00,16,17,17.144436,-1,2.0,19.0
2025-05-28 20:00:00,4,11,11.880293,-7,2.0,20.0
2025-05-28 20:20:00,6,9,8.96511,-3,2.0,20.0
2025-05-28 20:40:00,6,11,11.707359,-5,2.0,20.0
2025-05-28 21:00:00,14,15,15.082137,-1,2.0,21.0
2025-05-28 21:20:00,28,24,24.137508,4,2.0,21.0
2025-05-28 21:40:00,28,30,30.364677,-2,2.0,21.0
2025-05-28 22:00:00,83,67,67.65839,16,2.0,22.0
2025-05-28 22:20:00,85,92,92.102036,-7,2.0,22.0
2025-05-28 22:40:00,77,81,81.293655,-4,2.0,22.0
2025-05-28 23:00:00,59,66,66.27425,-7,2.0,23.0
2025-05-28 23:20:00,57,47,47.565758,10,2.0,23.0
2025-05-28 23:40:00,62,59,59.072075,3,2.0,23.0
2025-05-29 00:00:00,57,56,56.47074,1,3.0,0.0
2025-05-29 00:20:00,51,56,55.891148,-5,3.0,0.0
2025-05-29 00:40:00,41,42,42.33592,-1,3.0,0.0
2025-05-29 01:00:00,43,41,40.752506,2,3.0,1.0
2025-05-29 01:20:00,35,38,38.218513,-3,3.0,1.0
2025-05-29 01:40:00,40,34,34.677788,6,3.0,1.0
2025-05-29 02:00:00,32,36,36.47689,-4,3.0,2.0
2025-05-29 02:20:00,22,28,28.350672,-6,3.0,2.0
2025-05-29 02:40:00,12,15,15.275392,-3,3.0,2.0
2025-05-29 03:00:00,7,12,12.73655,-5,3.0,3.0
2025-05-29 03:20:00,17,7,7.3317213,10,3.0,3.0
2025-05-29 03:40:00,33,18,18.244139,15,3.0,3.0
2025-05-29 04:00:00,29,33,33.3012,-4,3.0,4.0
2025-05-29 04:20:00,26,26,26.787165,0,3.0,4.0
2025-05-29 04:40:00,26,17,17.023327,9,3.0,4.0
2025-05-29 05:00:00,30,30,30.141994,0,3.0,5.0
2025-05-29 05:20:00,41,31,31.041847,10,3.0,5.0
2025-05-29 05:40:00,35,37,37.205856,-2,3.0,5.0
2025-05-29 06:00:00,16,16,16.41254,0,3.0,6.0
2025-05-29 06:20:00,12,6,6.90047,6,3.0,6.0
2025-05-29 06:40:00,10,10,10.453645,0,3.0,6.0
2025-05-29 07:00:00,9,8,8.723005,1,3.0,7.0
2025-05-29 07:20:00,12,11,11.371277,1,3.0,7.0
2025-05-29 07:40:00,12,11,11.133532,1,3.0,7.0
2025-05-29 08:00:00,3,6,5.873822,-3,3.0,8.0
2025-05-29 08:20:00,8,3,3.2436116,5,3.0,8.0
2025-05-29 08:40:00,5,10,10.844883,-5,3.0,8.0
2025-05-29 09:00:00,5,8,8.380278,-3,3.0,9.0
2025-05-29 09:20:00,15,9,8.991291,6,3.0,9.0
2025-05-29 09:40:00,15,17,17.12674,-2,3.0,9.0
2025-05-29 10:00:00,11,11,11.21967,0,3.0,10.0
2025-05-29 10:20:00,6,11,11.587661,-5,3.0,10.0
2025-05-29 10:40:00,16,9,9.603212,7,3.0,10.0
2025-05-29 11:00:00,33,45,45.833683,-12,3.0,11.0
2025-05-29 11:20:00,45,43,43.789047,2,3.0,11.0
2025-05-29 11:40:00,55,59,59.161613,-4,3.0,11.0
2025-05-29 12:00:00,45,53,52.839256,-8,3.0,12.0
2025-05-29 12:20:00,20,41,41.426685,-21,3.0,12.0
2025-05-29 12:40:00,17,27,27.612638,-10,3.0,12.0
2025-05-29 13:00:00,45,29,29.723995,16,3.0,13.0
2025-05-29 13:20:00,47,46,46.643753,1,3.0,13.0
2025-05-29 13:40:00,60,50,50.197456,10,3.0,13.0
2025-05-29 14:00:00,59,56,56.754097,3,3.0,14.0
2025-05-29 14:20:00,46,51,51.05461,-5,3.0,14.0
2025-05-29 14:40:00,41,33,33.546814,8,3.0,14.0
2025-05-29 15:00:00,33,40,40.178898,-7,3.0,15.0
2025-05-29 15:20:00,40,33,33.121532,7,3.0,15.0
2025-05-29 15:40:00,39,46,46.928795,-7,3.0,15.0
2025-05-29 16:00:00,38,44,44.522945,-6,3.0,16.0
2025-05-29 16:20:00,25,32,32.0918,-7,3.0,16.0
2025-05-29 16:40:00,23,30,30.86137,-7,3.0,16.0
2025-05-29 17:00:00,24,26,26.539307,-2,3.0,17.0
2025-05-29 17:20:00,33,28,28.406986,5,3.0,17.0
2025-05-29 17:40:00,30,37,37.907383,-7,3.0,17.0
2025-05-29 18:00:00,23,22,22.802063,1,3.0,18.0
2025-05-29 18:20:00,26,19,19.217049,7,3.0,18.0
2025-05-29 18:40:00,42,22,22.612139,20,3.0,18.0
2025-05-29 19:00:00,39,36,36.767204,3,3.0,19.0
2025-05-29 19:20:00,25,27,27.552563,-2,3.0,19.0
2025-05-29 19:40:00,19,14,14.165113,5,3.0,19.0
2025-05-29 20:00:00,16,15,15.285592,1,3.0,20.0
2025-05-29 20:20:00,12,15,15.5468855,-3,3.0,20.0
2025-05-29 20:40:00,15,13,13.251213,2,3.0,20.0
2025-05-29 21:00:00,26,27,27.061266,-1,3.0,21.0
2025-05-29 21:20:00,29,29,29.818123,0,3.0,21.0
2025-05-29 21:40:00,15,22,22.502216,-7,3.0,21.0
2025-05-29 22:00:00,67,58,58.865925,9,3.0,22.0
2025-05-29 22:20:00,81,74,74.8729,7,3.0,22.0
2025-05-29 22:40:00,115,70,70.70106,45,3.0,22.0
2025-05-29 23:00:00,108,104,104.185104,4,3.0,23.0
2025-05-29 23:20:00,82,93,93.409004,-11,3.0,23.0
2025-05-29 23:40:00,59,68,68.59199,-9,3.0,23.0
2025-05-30 00:00:00,59,60,60.13929,-1,4.0,0.0
2025-05-30 00:20:00,52,57,57.898056,-5,4.0,0.0
2025-05-30 00:40:00,54,56,56.668617,-2,4.0,0.0
2025-05-30 01:00:00,49,47,47.184822,2,4.0,1.0
2025-05-30 01:20:00,40,48,47.90857,-8,4.0,1.0
2025-05-30 01:40:00,35,35,35.356796,0,4.0,1.0
2025-05-30 02:00:00,41,30,29.966698,11,4.0,2.0
2025-05-30 02:20:00,26,34,34.606205,-8,4.0,2.0
2025-05-30 02:40:00,21,20,20.535408,1,4.0,2.0
2025-05-30 03:00:00,13,9,9.707924,4,4.0,3.0
2025-05-30 03:20:00,12,13,12.771547,-1,4.0,3.0
2025-05-30 03:40:00,18,12,12.229162,6,4.0,3.0
2025-05-30 04:00:00,28,17,17.152088,11,4.0,4.0
2025-05-30 04:20:00,28,28,28.399845,0,4.0,4.0
2025-05-30 04:40:00,22,23,23.207085,-1,4.0,4.0
2025-05-30 05:00:00,37,32,32.083042,5,4.0,5.0
2025-05-30 05:20:00,37,38,38.816666,-1,4.0,5.0
2025-05-30 05:40:00,31,31,31.839712,0,4.0,5.0
2025-05-30 06:00:00,26,22,22.561735,4,4.0,6.0
2025-05-30 06:20:00,14,13,13.584475,1,4.0,6.0
2025-05-30 06:40:00,6,9,9.597378,-3,4.0,6.0
2025-05-30 07:00:00,7,4,4.189027,3,4.0,7.0
2025-05-30 07:20:00,13,8,8.736545,5,4.0,7.0
2025-05-30 07:40:00,7,11,11.859341,-4,4.0,7.0
2025-05-30 08:00:00,11,3,3.1270695,8,4.0,8.0
2025-05-30 08:20:00,7,11,11.442015,-4,4.0,8.0
2025-05-30 08:40:00,8,7,7.154278,1,4.0,8.0
2025-05-30 09:00:00,10,11,11.6140375,-1,4.0,9.0
2025-05-30 09:20:00,9,8,8.489872,1,4.0,9.0
2025-05-30 09:40:00,13,10,10.069607,3,4.0,9.0
2025-05-30 10:00:00,14,11,11.014769,3,4.0,10.0
2025-05-30 10:20:00,16,10,10.353113,6,4.0,10.0
2025-05-30 10:40:00,14,19,19.524197,-5,4.0,10.0
2025-05-30 11:00:00,53,29,29.129879,24,4.0,11.0
2025-05-30 11:20:00,54,62,62.856056,-8,4.0,11.0
2025-05-30 11:40:00,75,64,63.90297,11,4.0,11.0
2025-05-30 12:00:00,46,68,67.88495,-22,4.0,12.0
2025-05-30 12:20:00,47,37,37.457954,10,4.0,12.0
2025-05-30 12:40:00,71,58,57.870888,13,4.0,12.0
2025-05-30 13:00:00,85,70,70.19335,15,4.0,13.0
2025-05-30 13:20:00,92,66,66.19676,26,4.0,13.0
2025-05-30 13:40:00,83,84,84.42524,-1,4.0,13.0
2025-05-30 14:00:00,48,55,54.717136,-7,4.0,14.0
2025-05-30 14:20:00,38,29,29.279093,9,4.0,14.0
2025-05-30 14:40:00,61,45,45.483604,16,4.0,14.0
2025-05-30 15:00:00,47,59,59.249382,-12,4.0,15.0
2025-05-30 15:20:00,41,44,45.022713,-3,4.0,15.0
2025-05-30 15:40:00,48,48,48.824837,0,4.0,15.0
2025-05-30 16:00:00,47,52,52.915207,-5,4.0,16.0
2025-05-30 16:20:00,38,38,39.028637,0,4.0,16.0
2025-05-30 16:40:00,31,32,32.99716,-1,4.0,16.0
2025-05-30 17:00:00,25,33,34.022385,-8,4.0,17.0
2025-05-30 17:20:00,21,23,24.067188,-2,4.0,17.0
2025-05-30 17:40:00,37,21,21.555523,16,4.0,17.0
2025-05-30 18:00:00,37,35,35.745716,2,4.0,18.0
2025-05-30 18:20:00,33,30,30.942883,3,4.0,18.0
2025-05-30 18:40:00,48,35,36.010242,13,4.0,18.0
2025-05-30 19:00:00,35,38,38.990818,-3,4.0,19.0
2025-05-30 19:20:00,17,21,21.450443,-4,4.0,19.0
2025-05-30 19:40:00,29,16,16.69582,13,4.0,19.0
2025-05-30 20:00:00,28,30,30.714298,-2,4.0,20.0
2025-05-30 20:20:00,26,22,22.262691,4,4.0,20.0
2025-05-30 20:40:00,25,21,21.117725,4,4.0,20.0
2025-05-30 21:00:00,30,27,27.812695,3,4.0,21.0
2025-05-30 21:20:00,29,27,27.806263,2,4.0,21.0
2025-05-30 21:40:00,28,31,31.67376,-3,4.0,21.0
2025-05-30 22:00:00,59,66,67.01024,-7,4.0,22.0
2025-05-30 22:20:00,57,74,74.435356,-17,4.0,22.0
2025-05-30 22:40:00,82,59,59.808205,23,4.0,22.0
2025-05-30 23:00:00,87,87,87.32048,0,4.0,23.0
2025-05-30 23:20:00,82,82,82.54073,0,4.0,23.0
2025-05-30 23:40:00,49,58,58.102745,-9,4.0,23.0
2025-05-31 00:00:00,56,48,48.9601,8,5.0,0.0
2025-05-31 00:20:00,59,56,56.53761,3,5.0,0.0
2025-05-31 00:40:00,63,58,59.01226,5,5.0,0.0
2025-05-31 01:00:00,62,59,59.4207,3,5.0,1.0
2025-05-31 01:20:00,60,56,56.267654,4,5.0,1.0
2025-05-31 01:40:00,51,49,49.277245,2,5.0,1.0
2025-05-31 02:00:00,48,50,50.26299,-2,5.0,2.0
2025-05-31 02:20:00,38,34,34.65681,4,5.0,2.0
2025-05-31 02:40:00,30,27,27.801285,3,5.0,2.0
2025-05-31 03:00:00,28,32,32.492752,-4,5.0,3.0
2025-05-31 03:20:00,32,19,19.253448,13,5.0,3.0
2025-05-31 03:40:00,37,34,34.26201,3,5.0,3.0
2025-05-31 04:00:00,30,28,28.244843,2,5.0,4.0
2025-05-31 04:20:00,22,19,19.024586,3,5.0,4.0
2025-05-31 04:40:00,25,22,22.321655,3,5.0,4.0
2025-05-31 05:00:00,50,25,25.195253,25,5.0,5.0
2025-05-31 05:20:00,45,48,48.27103,-3,5.0,5.0
2025-05-31 05:40:00,42,42,42.095688,0,5.0,5.0
2025-05-31 06:00:00,34,29,29.607588,5,5.0,6.0
2025-05-31 06:20:00,19,19,19.913338,0,5.0,6.0
2025-05-31 06:40:00,7,7,7.203024,0,5.0,6.0
2025-05-31 07:00:00,9,6,6.2590284,3,5.0,7.0
2025-05-31 07:20:00,15,9,9.85424,6,5.0,7.0
2025-05-31 07:40:00,19,12,12.94032,7,5.0,7.0
2025-05-31 08:00:00,13,14,14.617456,-1,5.0,8.0
2025-05-31 08:20:00,12,10,10.848584,2,5.0,8.0
2025-05-31 08:40:00,5,10,10.118249,-5,5.0,8.0
2025-05-31 09:00:00,7,6,6.031475,1,5.0,9.0
2025-05-31 09:20:00,9,8,8.275978,1,5.0,9.0
2025-05-31 09:40:00,5,8,8.677553,-3,5.0,9.0
2025-05-31 10:00:00,1,5,5.4305563,-4,5.0,10.0
2025-05-31 10:20:00,15,3,3.046318,12,5.0,10.0
2025-05-31 10:40:00,12,14,14.007227,-2,5.0,10.0
2025-05-31 11:00:00,30,17,17.37751,13,5.0,11.0
2025-05-31 11:20:00,35,30,30.90648,5,5.0,11.0
2025-05-31 11:40:00,26,36,36.776752,-10,5.0,11.0
2025-05-31 12:00:00,20,25,25.36838,-5,5.0,12.0
2025-05-31 12:20:00,27,17,17.882133,10,5.0,12.0
2025-05-31 12:40:00,41,25,25.478102,16,5.0,12.0
2025-05-31 13:00:00,42,41,41.655315,1,5.0,13.0
2025-05-31 13:20:00,31,36,36.58622,-5,5.0,13.0
2025-05-31 13:40:00,32,28,28.310833,4,5.0,13.0
2025-05-31 14:00:00,39,26,26.770145,13,5.0,14.0
2025-05-31 14:20:00,42,31,31.650871,11,5.0,14.0
2025-05-31 14:40:00,31,38,38.096104,-7,5.0,14.0
2025-05-31 15:00:00,20,26,26.904253,-6,5.0,15.0
2025-05-31 15:20:00,36,25,25.389015,11,5.0,15.0
2025-05-31 15:40:00,35,26,26.888086,9,5.0,15.0
2025-05-31 16:00:00,34,28,28.650475,6,5.0,16.0
2025-05-31 16:20:00,32,27,27.928852,5,5.0,16.0
2025-05-31 16:40:00,22,28,29.041441,-6,5.0,16.0
2025-05-31 17:00:00,19,20,20.44876,-1,5.0,17.0
